A50541,R30060,M1619,"The rib restored, or, The honour of marriage a sermon preached in Dionis-Back Church, occasioned by a wedding the 5 day of June, 1655 / by Richard Meggott.","Meggott, Richard, d. 1692.",Printed by J G for Nath Webb and Will Grantham,London,"Marriage --  Sermons.; Sermons, English --  17th century.",1656,2
A53661,R6175,O709,"Remarks on a sermon, about corrupting the word of God preach'd by Tho. Gipps Rector of Bury, on a publick occasion, July 11, 1696, wherein the dissenters are fully vindicated against his vnjust accusations / by J.O., Minister of the Gospel at Oswestry.","Owen, James, 1654-1706.",Printed for Zachary Whitworth,London,"Gipps, Thomas, d. 1709. --  A sermon against corrupting the Word of God.; Dissenters, Religious --  England.",1697,2
A50678,R32083,M1815,"A sermon preacht at the Cathedral Church in Norwich, upon the 11th of April, 1696, the day of His Majesties coronation / by Henry Meriton ...","Meriton, Henry, d. 1707.",Printed for W Battersby and John Place,London,"Divine right of kings.; Sermons, English --  17th century.",1696,2
A50609,R27509,M1703,"Vindiciæ fœderis, or, A vindication of the interest that the children of believers as such have in the covenant of grace with their parents under the Gospel-dispensation being the substance of two sermons, with additions preached to a congregation in Wapping : also some seasonable reflections upon various unsound and cruel passages taken forth of two furious books of Mr. H. Collins printed against infant-baptism / by Fran. Mence.","Mence, Francis, 1639?-1696?",Printed for the author and are to be sold by John Lawrence Mary Gurnel and William Wingod,London,"Bible. --  N.T. --  Acts II, 39 --  Sermons.; Infant baptism --  Sermons.; Sermons, English --  17th century.",1694,2
A56795,R17741,P965,"The wicked man's misery, and the poor man's hope and comfort being a sermon upon the parable of Dives and Lazarus : wherein is briefly discovered the miserable estate and condition of those who are guilty of uncharitableness, pride and covetousness : as also, the happy rewards and enjoyments which are prepared for the righteous, who patiently endure afflictions in this world / by the Reverend Dr. Pead ...","Pead, Deuel, d. 1727.",Printed and sold by J B,London,Rich man and Lazarus (Parable) --  Sermons.,1699,2
A52574,R16814,N1461,"New-Englands duty and interest to be an habitation of justice and mountain of holiness containing doctrine, caution, & comfort  : with something relating to the restaurations, reformations, and benedictions promised to the church and world in the latter dayes : with grounds of hope, that America in general & New-England in particular may may have a part therein : preached to the General Assembly of the Province of the Massachusetts-Bay, at the anniversary election, May 25, 1698 / by Nicholas Noyes ...","Noyes, Nicholas, 1647-1717.",Printed by Bartholomew Green and John Allen,Boston in New England,"Bible. --  O.T. --  Jeremiah XXXI, 23 --  Sermons.; Indians of North America --  Missions --  Early works to 1800.; Indians of North America --  New England --  Early works to 1800.; New England --  History --  Colonial period, ca. 1600-1775.",1698,2
A54489,R5324,P168,"A sermon preached at St. Mary's Truro, on the second of December, 1697, being the day appointed for a public Thanksgiving for peace by Sim. Paget ...","Paget, Simon, 1665 or 6-1716?",Printed by J Heptinstall for Edward Evets,London,"Bible. --  N.T. --  Luke II, 14 --  Sermons.; Sermons, English --  17th century.",1698,2
A51087,R214202,M2356,"A modest answer to Dr. Dove's sermon, preached at Bow-Church before the Lord Mayor and court of Aldermen, on the day for the election of a Lord Mayor.",Anonymous,printed for R Rabnutt,London,"Dove, Henry, 1640-1695. --  Sermon preached before the Right Honorable the Lord Mayor of the City of London, and the court of Aldermen --  Early works to 1800.",1682,2
A57220,R33995,R1365,"A sermon preached at Chard, June 21, 1685 before the right honourable John Lord Churchhill, and His Majestie's forces / by S. Rich ...","Rich, S.",Printed by R N for Charles Brome,London,"Church of England --  Sermons --  17th century.; Bible. --  N.T. --  Romans XIII, 2 --  Sermons.; Sermons, English --  17th century.",1685,2
A56902,R38018,Q206,"The dead prophet yet speaking a funeral sermon preached at Plaisterers-Hall, Feb. 15, 1690, to the Church of Christ there, upon the sad occasion of the decease of their late Reverend Pastor, Mr. John Faldo / by John Quick ...","Quick, John, 1636-1706.",Printed by T Snowden for Thomas Philips,London,"Faldo, John, 1633-1690.; Funeral sermons.; Sermons, English --  17th century.",1691,2
A59651,R37383,S3098,"Divine providence, the support of good men under all events a sermon preached before the Lord Mayor, &c. at Guild-Hall Chappel, June 20th, 1680 / by William Shelton, rector of St. James, Colchester.","Shelton, William, d. 1699.",Printed for Nathaniel Ranew and Jonathan Robinson,London,"Bible. --  O.T. --  Psalms XCVII, 1 --  Sermons.; Providence and government of God --  Sermons.; Sermons, English --  17th century.",1680,2
A53971,R23221,P1096,"A sermon preacht on January 30th, 1683 in Westminster-Abby before the reverend and honourable, the Kings judges, and printed at their request by Edw. Pelling ...","Pelling, Edward, d. 1718.",Printed by H Hills Jun for William Abington,London,"Bible. --  N.T. --  Romans XIII, 2 --  Sermons.; Sermons, English --  17th century.",1684,2
A59781,R214015,S3256,"A sermon preached at a visitation, held at Warrington in Lancashire May 11. 1669. By Ric. Sherlock D.D. Rector of Winwick in Lancashire. Imprimatur, June 18, 1669. Tho. Tomkyns, reverendisimo in Christo patri ac Domino, Dom. Gilb. Arch. Cantuar. a Sacr. Dom","Sherlock, R. (Richard), 1612-1689.",printed for Rich Royston bookseller to the Kings most excellent Majesty,London,"Bible. --  N.T. --  Acts XX --  Sermons --  Early works to 1800.; Sermons, English --  17th century.; Visitation sermons --  17th century.",1669,2
A50104,R36493,M1069,"A discourse of friendship preached at the Wiltshire-feast, in St. Mary Le-Bow-Church December the 1st, 1684 / by Samuel Masters ...","Masters, Samuel, 1645 or 6-1693.",Printed by T B for Marm Foster and Awnsham Churchill,London,"Bible. --  O.T. --  Proverbs XVII, 17 --  Sermons.; Friendship --  Religious aspects --  Christianity.; Sermons, English --  17th century.",1685,2
A51788,R6789,M455,"Præparatio evangelica, or, A plain and practical discourse concerning the soul's preparation for a blessed eternity being the substance of several sermons preach'd at Leeds / by Timothy Manlove ...","Manlove, Timothy, d. 1699.",Printed for Nevill Simmons and sold by George Coniers,London,"Sermons, English.; Soul --  Sermons.; Immortality --  Sermons.",1698,2
A55880,R23297,P3478,"A sermon preached at Exon, in the Cathedral of St. Peter, at the visitation of the Right Reverend Father in God, Anthony, by divine permission, Lord Bishop of Exon by John Prince ...","Prince, John, 1643-1723.",Printed by A Maxwell for R Royston and are to be sold by Abisha Brocas,London,"Bible. --  N.T. --  Timothy, 1st, IV, 16 --  Sermons.; Sermons, English --  17th century.",1674,2
A52557,R32339,N1440,"Abraham in arms, or, The first religious general with his army engaging in a war for which he had wisely prepared and by which not only an eminent victory was obtained, but a blessing gained also / delivered in an artillery-election-sermon, June 3, 1678, by S. N.","Nowell, Samuel, 1634-1688.",Printed by John Foster,Boston Mass,"England and Wales. --  Army --  Colonial forces --  Sermons.; Sermons, American --  17th century.",1678,2
A53924,R1038,P1035,"Jericho's downfal, in a sermon preached upon Jan. 31, 1688/89 being a day of publick thanksgiving to God for our deliverance from popery and arbitrary power / by Samuel Peck, Minister of Popler.","Peck, Samuel.",Printed for Tho Parkhurst,London,"Bible. --  O.T. --  Joshua VI, 26 --  Sermons.; Sermons, English --  17th century.",1689,2
A52074,R6409,M809,The gospel-mystery of sanctification opened in sundry practical directions suited especially to the case of those who labour under the guilt and power of indwelling sin : to which is added a sermon of justification / by Mr. Walter Marshal ...,"Marshall, Walter, 1628-1680.",Printed for T Parkhurst,London,Sanctification --  Early works to 1800.; Justification --  Sermons.,1692,2
A53312,R17279,O26,"The character of a good and bad subject, or, The duty of the people of England, Scotland, and Ireland manifestly proved by the word of God, wherein is made appear the fatal consequences of rebellious principles : in a sermon / preach'd by Constant Oates ...","Oates, Constant.",Printed for the author,London,"Bible. --  N.T. --  Romans XIII, 1 --  Sermons.; Obedience --  Sermons.; Sermons, English --  17th century.",1682,2
A58345,R14279,R690,"God's plea for Nineveh, or, London's precedent for mercy delivered in certain sermons within the city of London / by Thomas Reeve ...","Reeve, Thomas, 1594-1672.",Printed by William Wilson for Thomas Reeve,London,"Mercy --  Sermons.; Sermons, English --  17th century.",1657,2
A53951,R683,P1077,"David and the Amalekite upon the death of Saul a sermon preached on Jan. 30, 1682, being the anniversary of the martyrdom of King Charles I of blessed memory / by Edward Pelling ...","Pelling, Edward, d. 1718.",Printed by J Redmayne Jun for William Abington,London,"Church of England --  Sermons.; Sermons, English --  17th century.",1683,2
A50489,R19143,M1555,"The good of early obedience, or, The advantage of bearing the yoke of Christ betimes discovered in part, in two anniversary sermons, one whereof was preached on May-day, 1681, and the other on the same day in the year 1682, and afterwards inlarged, and now published for common benefit / by Matthew Mead.","Mead, Matthew, 1630?-1699.",Printed for Nath Ponder,London,"Christian life.; Sermons, English --  17th century.",1683,2
A51278,R216378,M2627,"A sermon preach'd at the Hague, at the funeral of the late Prince of Orange (father to his present Majesty King William III.) who died in the year 1650. wherein the life and actions of his present Majesty are prophetically foretold. By the learned Mr. Morus. Translated out of French by Daniel la Fite, M.A. rector of Woolavington in Sussex.","More, Alexander, 1616-1670.; Lafite, Daniel.",printed by J D for Roger Clavel at the Peacock in Fleetstreet,London,"William --  II, --  Prince of Orange, 1626-1650 --  Early works to 1800.; Funeral sermons --  17th century.",1694,2
A51205,W479532,M2523,A practical discourse concerning the choice benefit of communion with God in his house witnessed unto by the experience of saints as the best improvement of time : being the summe of several sermons on Psal. 84. 10 preach'd in Boston on lecture-dayes / by Joshua Moody.,"Moodey, Joshua, 1633?-1697.",Printed by Richard Pierce for Joseph Brunning,Boston in New England,"Bible. --  O.T. --  Psalms LXXXIV, 10 --  Sermons.; Sermons, American --  17th century.",1685,2
A54719,R36675,P2035A_VARIANT,"The holy choice, or, Faith's triumph over all worldly pomp & glory a sermon preached in St. Maries in Scilly, Oct. 14, 1677 / by Nich. Phillips, twice chaplain to His Majesties garrison there ; and tendred at the council-table, Jan. 23, 1679.","Phillips, Nicholas.",Printed for Benjamin Harris,London,"Bible. --  N.T. --  Hebrews XI, 15 --  Sermons.; Sermons, English --  17th century.",1679,2
A52249,R29244,N1044,"An exposition with notes, unfolded and applyed on John 17th delivered in sermons preached weekly on the Lords-day, to the congregation in Tavnton Magdalene / by George Newton.","Newton, George, 1602-1681.",Printed by R W for Edward Brewster,London,"Bible. --  N.T. --  John XVII --  Sermons.; Sermons, English --  17th century.",1660,2
A52861,R7881,N522,"The nature & causes of hardness of heart, together with the remedies against it discovered in a sermon, preached first before the Honourable Society of Lincolns-Inn, and afterwards before the University in Great St. Maries Church in Cambridge / by Robert Neville ...","Neville, Robert, 1640 or 1-1694.",Printed for Benj Billingsley,London,"Church of England --  Sermons.; Bible. --  N.T. --  Hebrews III, 15 --  Sermons.; Hardness of heart --  Sermons.; Sermons, English --  17th century.",1683,2
A51878,R124,M562,"A perswasive to the consciencious frequenting the daily publick prayers of the Church of England in a sermon upon I Thessal. verse 17, and 18.","Mapletoft, John, 1631-1721.",Printed by A G for Walter Kettilby,London,Christian life --  Sermons.; Meditations --  Sermons.,1687,2
A52857,R220263,N519,"An English inquisition for a heretick Or, The punishment due to hereticks. Together with the nature and causes of heresie. Declared in a sermon preached at a visitation at Ware, upon the 19th. of April 1672. By Robert Neville, B.D. late Fellow of Kings-Colledge in Cambridge, and now Rector of Ansty in the county of Hertford.","Neville, Robert, 1640 or 1-1694.",printed by S and B G for Benj Tooke and are to be sold at the Ship in St Pauls Church yard,London,"Sermons, English --  17th century.; Heresy --  Sermons --  Early works to 1800.",1673,2
A51016,R16980,M226,Gods interest in the King set forth in a sermon preached in the cathedral of Edinburgh October the 14th at the anniversary commemoration of His Majesties birth / by one of the ministers of the city.,"Mackqueen, John, d. 1734.",Printed by Nath Thompson and sold by Alexander Ogston at Edingurgh,London,"Bible. --  O.T. --  Psalms II, 62 --  Sermons.; Divine right of kings --  Sermons.; Sermons --  Scotland --  17th century --  2 rbgenr.",1687,2
A58375,R8547,R721,"Reflections upon Mr. Stephens's sermon, preach'd before the Honourable House of Commons, at St. Margaret's Church in Westminster, January the 30th, 1699/700 by a gentleman who took the said sermon in short-hand.",Gentleman who took the said sermon in short-hand.,Printed for the use of the Calves head Club in order to their conversion,London,"Stephens, William, d. 1718. --  Sermon preached before the Honourable House of Commons, January 30, 1699/700.",1700,2
A56743,R32171,P904,"Learning and knowledge recommended to the scholars of Brentwood School in Essex in a sermon preached at their first feast, June 29, 1682 / by William Payne ...","Payne, William, 1650-1696.",Printed for Walter Kettilby,London,"Learning and scholarship --  England --  Sermons.; Sermons, English --  17th century.",1682,2
A50550,R795,M1629,"A sermon preached before the King & Queen, at Windsor-Castle, Sept. 21, 1690 by R. Meggott ...","Meggott, Richard, d. 1692.",Printed for Tho Bennet,London,"Bible. --  N.T. --  James II, 26 --  Sermons.; Sermons, English --  17th century.",1690,2
A55582,R219540,P3096,"Long lasting newes: or Newes for newters Or, The check cause cure of halting. With 31 doores of hope for the good successe of the then publick cause of the nation. Delivered in a sermon, November 27. 1644 in the Colledge of Glocester, before that valiant and vigilant governour Colonell Massy, being the day of publick humiliation. By Walter Powell, M.A. vicar of Standish.","Powell, Walter, b. 1590 or 91.",printed by M atthew Simmons in Aldersgate street,London,"Sermons, English --  17th century.; Fast-day sermons --  17th century.",1655,2
A57233,W8948,R1388,"The necessity of a well experienced souldiery, or, A Christian common wealth ought to be well instructed & experienced in the military art delivered in a sermon, upon an artillery election June the 10th, 1675, by J.R.","J. R. (John Richardson), 1647-1696.",Printed by Samuel Green,Cambridg e Mass,Massachusetts. --  Militia --  Sermons.; England and Wales. --  Army --  Colonial forces --  Sermons.,1679,2
A51032,R22255,M228,"The magistrat's dignity, duty, & danger set forth in a sermon preached in the High Church of Edinbvrgh, on the anniversary day of the election of the magistrats.","Mackqueen, John, d. 1734.",Printed by J D and are to be sold by John Vallange,London,"Sermons, Scottish --  17th century.",1693,2
A55727,R17861,P328,"Tandem bona causa triumphet, or, Scotlands late misery bewailed, and the honour and loyalty of this ancient kingdom, asserted in a sermon preached before His Majesties High Commissioner, and the Honourable Parliament of the kingdom of Scotland, at Edinburgh the 17 day of February, 1661 / by Mr. John Paterson, Minister of the Gospel at Aberdene.","Paterson, John, 1604?-1679.; Paradise, John.",Printed at Edinburgh and reprinted at London for James Thrale,London,"Bible. --  O.T. --  Ezekiel VII, 23 --  Sermons.; Sermons, Scottish --  17th century.; Scotland --  History --  17th century --  Sermons.",1661,2
A50002,R11511,L942,"O basanos tes aletheias, or, The touch-stone of truth wherein verity by scripture and antiquity is plainly confirmed, and errour confuted / delivered in certain sermons, preached in English by James Le Franc ...","Le Franc, James.",Printed by John Field,Cambridge,"Church of England --  Sermons.; Anti-Catholicism --  Sermons.; Sermons, English --  17th century.",1663,2
A57738,R6082,R2067,"Tragi-comoedia being a brief relation of the strange, and wonderfull hand of God discovered at Witny, in the comedy acted there February the third, where there were some slaine, many hurt, and several other remarkable passages : together with what was preached in three sermons on that occasion from Rom. 1, 18 : both which may serve as some check to the growing atheisme of the present age / by John Rowe ...","Rowe, John, 1626-1677.",Printed by L Lichfield for Henry Cripps,Oxford Oxfordshire,"Bible. --  N.T. --  Romans I, 18 --  Sermons.; Sermons, English --  17th century.",1653,2
A52247,R2838,N1040,Mr. Newte's sermon concerning the lawfulness and use of organs in the Christian church,"Newte, John, 1655?-1716.",Printed by Freeman Collins,London,"Bible. --  O.T. --  Psalms CL, 4 --  Sermons.; Music in churches.; Organ (Musical instrument) --  History.",1696,2
A10491,S105187,20767,"A sermon of meekenesse preached at the Spittle vpon Easter Tuesday, M.D.C.XXIII. By William Rawley, Doctor of Diuinity.","Rawley, William, 1588?-1667.",Printed by Iohn Haviland for Matthew Lownes,London,"Sermons, English --  17th century.",1623,2
A13733,S118397,24025,"Antichrist arraigned in a sermon at Pauls Crosse, the third Sunday after Epiphanie. With the tryall of guides, on the fourth Sunday after Trinitie. By Thomas Thompson, Bachelour in Diuinitie, and preacher of Gods Word.","Thompson, Thomas, b. 1574?",Printed by William Stansby for Richard Meighen and are to be sold at this shop at Saint Clements Church ouer against Essex House and at Westminster Hall,London,"Catholic Church --  Controversial literature --  Early works to 1800.; Sermons, English --  17th century.",1618,2
A12524,S119101,22847,"The Ethiopian eunuchs conuersion. Or, The summe of thirtie sermons vpon part of the eight chapter of the Acts. By Samuel Smith, minister of the word","Smith, Samuel, 1588-1665.",Printed by Thomas Harper for Thomas Alchorne and are to be sold at his shop in Pauls Church yard at the signe of the Greene Dragon,London,"Bible. --  N.T. --  Acts VIII --  Sermons --  Early works to 1800.; Sermons, English --  17th century.",1632,2
A10501,S115693,20777,"Vivat Rex A sermon preached at Pauls Crosse on the day of his Maiesties happie inauguration, March 24⁰. 1614. And now newly published, by occasion of his late (no lesse happy) recovery. By John Rawlinson Dr of Divinity, and one of his Maiesties chaplaines in ordinary.","Rawlinson, John, 1576-1630.",Printed by Iohn Lichfield and Iames Short printers to the famous Vniversitie,At Oxford,"James --  I, --  King of England, 1566-1625.; Bible. --  O.T. --  Samuel, 1st, X, 14 --  Sermons --  Early works to 1800.; Sermons, English --  17th century.",1619,2
A15003,S103302,25308,"The nevv birth: or, A treatise of regeneration delivered in certaine sermons; and now published by William Whately, preacher and minisiter of Banbury in Oxfordshire.","Whately, William, 1583-1639.",Imprinted by Felix Kingston for Thomas Man and are to be sold at his shop in Pater Noster Row at the signe of the Talbot,London,"Regeneration (Theology) --  Early works to 1800.; Sermons, English --  17th century.",1618,2
A19737,S100196,616,"A sermon preached before the Kings Maiestie at Hampton Court, concerning the right and power of calling assemblies On Sunday the 28. of September. Anno 1606. By the Bishop of Chichester.","Andrewes, Lancelot, 1555-1626.",By Robert Barker printer to the Kings most Excellent Maiestie,Imprinted at London,"Prerogative, Royal --  Sermons --  Early works to 1800.; Sermons, English --  17th century.",1610,2
A13271,S118102,23572,Sermons by Humph. Sydenham late fellow of Wadham Colledge in Oxford,"Sydenham, Humphrey, 1591-1650?",Printed by William Stansby Felix Kingston and Elizabeth Allde for Nathaniel Butter at Saint Austens Gate,London,"Sermons, English --  17th century.",1630,2
A17423,S107338,4242,"Loues peereles paragon, or the attributes, and progresse of the Church A sermon preached in St. Maries in Oxford, and at Harfield in Middlesex. 1613. By Iosias Byrd.","Bird, Iosias, d. 1666.",By Ioseph Barnes,Printed at Oxford,"Sermons, English --  17th century.",1613,2
A10319,S115541,20603,"Labour forbidden, and commanded A sermon preached at St. Pauls Church, September 28. 1634. By Edvvard Rainbovve, fellow of Magdalen Colledge in Cambridge.","Rainbowe, Edward, 1608-1684.",Printed by John Beale for Nicholas Vavasour and are to be sold at his shop at the Inner Temple neare the Church,London,"Sermons, English --  17th century.",1635,2
A13290,S111329,23594,"Virginia. A sermon preached at White-Chappel, in the presence of many, honourable and worshipfull, the aduenturers and planters for Virginia. 25. April. 1609 Published for the benefit and vse of the colony, planted, and to bee planted there, and for the aduancement of their Christian purpose. By William Symonds, preahcer at Saint Sauiors in Southwarke..","Symonds, William, 1556-1616?",Printed by I Windet for Eleazar Edgar and William Welby and are to be sold in Paules Church yard at the signe of the Windmill,London,"Bible. --  O.T. --  Genesis XII, 1-3 --  Sermons --  Early works to 1800.; Colonies --  Sermons --  Early works to 1800.; Sermons, English --  17th century.",1609,2
A14832,,,"Mortification apostolicall Delivered in a sermon in Saint Pauls Church, upon summons received for the Crosse: on the last Sunday in Easter terme, May 21. 1637. By VVilliam VVats, Rector of St. Albans Woodstreet London.","Watts, William, 1590?-1649.",Printed by I ohn L egat for Iohn Cowper and are to be sold at the Holy Lambe neere the east end of Saint Pauls Church,London,"Sermons, English --  17th century.",1637,2
A10051,S113685,20297,"Maries memoriall A sermon preached at St. Maries Spittle on Monday in Easter weeke being Aprill 1. 1616. By Daniel Price Doctor of Diuinitie, and chaplaine vnto the Kings maiestie.","Price, Daniel, 1581-1631.",Printed by Edward Griffin,London,"Sermons, English --  17th century.",1617,2
A11610,S100965,21850,"The worthy communicant rewarded Laid forth in a sermon, on John 6.54. Preached in the Cathedrall of St. Peter in Exeter, on Low-Sunday, being the 21. of Aprill, Anno 1639. By William Sclater, Master of Arts, late Fellow of Kings Colledge in Cambridge, now chaplaine of the Right Reverend Father in God the Lord Bishop's Barony of Saint Stephens, and preacher also at S. Martin, in the same city.","Sclater, William, 1575-1626.",Printed by R Y oung for G Lathum at the Bishops head in Pauls Church yard,London,"Sermons, English --  17th century.",1639,2
A10515,S115680,20791,"Moses and Iethro: or the good magistrate containing sundry necessary admonitions to all maiors, gouernours, and freemen of townes corporate, as they were deliuered in a sermon at S. Maries in Douer on the election day. By Io: Reading.","Reading, John, 1588-1667.",Printed by Iohn Legatt for Robert Allott and are to be sold in Pauls Church yard at the signe of the Gray hound,London,"Sermons, English --  17th century.",1626,2
A15445,S102808,25716,"The delights of the saints A most comfortable treatise, of grace and peace, and many other excellent points. Whereby men may liue like saints on earth, and become true saints in heauen. First deliuered in a sermon preached at Pauls Crosse the second day of December, being the second Sunday of the Parliament. And in other sermons within the Cathedrall Church of Saint Paul, London. By Gryffith Williams, Doctor of Diuinity, and Parson of Lhan-Lhechyd. The contents are set downe after the epistle to the reader.","Williams, Gryffith, 1589?-1672.",Printed by Eliot s Court Press for Nathaniel Butter and are to be sold at the signe of the pide Bull neere Saint Austins gate,London,"Sermons, English --  17th century.",1622,2
A10497,S112010,20773,"The foure summons of the Shulamite A sermon preached at Pauls Crosse vpon Rogation Sunday, the 5. of May. 1605. By John Rawlinson, Bachelor of Diuinitie, and fellow of Saint Iohns Colledge in Oxford.","Rawlinson, John, 1576-1630.",By Ioseph Barnes and are to be sold in Paules Church yard at the signe of the Crowne by Simon Waterson in London,Printed at Oxford,"Sermons, English --  17th century.",1606,2
A12982,S106168,23275,"The doctrine and vse of repentance necessarie to be practised and vsed of all who looke to sing the song of Moses, and the song of the lambe beyond the glassie sea: Reuel.15.23. Preached in sundrie sermons in the parish church of Alhallowes Bredstreete in London: by Rich. Stock","Stock, Richard, 1569?-1626.",Imprinted by Felix Kyngston for Edmund Weauer and William Welby,At London,"Sermons, English --  17th century.; Repentance --  Early works to 1800.",1610,2
A10057,S101915,20302,"Sauls prohibition staide. Or The apprehension, and examination of Saule And the inditement of all that persecute Christ, with a reproofe of those that traduce the honourable plantation of Virginia. Preached in a sermon commaunded at Pauls Crosse, vpon Rogation Sunday, being the 28. of May. 1609. By Daniel Price, Chapleine in ordinarie to the Prince, and Master of Artes of Exeter Colledge in Oxford.","Price, Daniel, 1581-1631.",Printed by John Windet for Matthew Law and are to be sold in Pauls Churchyard neere vnto Saint Austines Gate at the signe of the Foxe,London,"Paul, --  the Apostle, Saint --  Sermons --  Early works to 1800.; Sermons, English --  17th century.",1609,2
A12551,S113474,22874,"The bright morning starre: or, The resolution and exposition of the 22. Psalme preached publikely in foure sermons at Lincolne. By John Smith preacher of the citie.","Smyth, John, d. 1612.",Printed by Iohn Legat Printer to the Vniuersitie of Cambridge And are to be solde at the signe of the Crowns in Pauls Churchyard in London by Simon Waterson,Cambridge,"Sermons, English --  17th century.",1603,2
A14861,S102505,25165,"The practice of quietnes. Or a direction how to liue quietly at all times, in all places, vpon all occasions, and how to auoide or put off, all occasions of vnquietnesse. Deliuered in six sermons at Steeple-Ashton in Wiltshire by George Webbe preacher of the word and Pastor there","Webbe, George, 1581-1642.",Printed by Edw Griffin for Ralph Mab and are to be sold at his shop in Paules Church yard at the signe of the Grey hound,London,"Christian life --  Early works to 1800.; Sermons, English --  17th century.; Quietude --  Early works to 1800.",1615,2
A10110,S101191,20368,"The consolations of David, breefly applied to Queene Elizabeth in a sermon preached in Oxford the 17. of Nouember. By Iohn Prime, 1588.","Prime, John, 1550-1596.",By Ioseph Barnes and are to be sold by T Cooke in Paules Church yeard at the signe of the Tygres head,Imprinted at Oxford,"Elizabeth --  I, --  Queen of England, 1533-1603 --  Sermons --  Early works to 1800.; Sermons, English --  16th century.",1588,2
A18436,S119118,5004,"Charity enlarged: or The abridgement of the morall law Delivered by way of sermon, and preached for the maine substance thereof in a publicke assembly, on a lecture day, Dec. 4. Ao. Dom. 1634. and now published according to the authors review, with some new additions, for the farther instruction of the ignorant, satisfaction of the ingenuous, conviction of the uncharitable, and benefit of all sorts of people. By a serious welwisher to the peace of Ierusalem.",Serious welwisher to the peace of Jerusalem.,Printed by T C otes for T A lchorn and are to be sold at the Greene Dragon in Pauls Church yard,London,"Sermons, English --  17th century.",1636,2
A12160,S117282,22466,"Corona charitatis, = The crovvne of charitie a sermon preacht in Mercers Chappell, May 10. 1625. at the solemne funerals of his euer-renowmed friend, of precious memory, the mirroir of charitie, Mr. Richard Fishburne, merchant, and now consecrated as an anniuersary to his fame; by Nat: Shute, rector of the parish of Saint Mildred in the Poultry, London.","Shute, Nathaniel, d. 1638.",Printed by W Stansby for Samuel Man dwelling at the Swanne in Pauls Church yard,London,"Fishburne, Richard, d. 1625.; Funeral sermons --  Early works to 1800.; Sermons, English --  17th century.",1626,2
A10080,S115217,20334,"The two twins of birth and death A sermon preached in Christs Church in London, the 5. of September. 1624. By Samson Price, Doctor of Diuinitie, one of his Majesties chapleins in ordinarie. Vpon the occasion of the funeralls of Sir William Byrde Knight. Doctor of the Law, deane of the Arches, and iudge of the Prerogatiue Court of the Archbishop of Canterburie.","Price, Sampson, 1585 or 6-1630.",Printed by Edward All de for Iohn Hodgets,At London,"[Bird, William, --  Sir, 1561-1624].; Funeral sermons.",1624,2
A10225,S101920,20501,"Purchas, his paradise A sermon preached at Lismore in Ireland, upon Sunday the 18. of December, 1634. Preached, and now presented as [sic] the Lord Dungarvans welcome into Ireland. By Ambrose Purchas priest.","Purchas, Ambrose.",Printed by Robert Raworth and are to be sould at his house in Smithfield,London,"Sermons, English --  17th century.",1635,2
A15068,S119857,25371,"Londons returne, after the decrease of the sicknes in a sermon (appointed for the Crosse) but preached in St. Pauls Church. Ianuary 8. 1637. By O.W. p.","Whitbie, Oliver.",Printed by N and I Okes and are to bee sold by Richard Whitaker at the signe of the Kings Armes in Saint Pauls Church yard,London,"Sermons, English --  17th century.; Plague --  England --  London --  Sermons --  Early works to 1800.",1637,2
A10216,S106092,20493,"Ieremiahs teares, or A sermon preached in York-minster vpon Trinity Sunday, in the yeare of our Lord, 1604 when the sicknes was begunne in the cittie. By Thomas Pullein vicar of Pontefract, sometime chaplaine of New Colledge in Oxford.","Pullein, Thomas.",Printed by William Iaggard for Clement Knight,London,"Sermons, English --  17th century.; Plague --  England --  York --  Sermons --  Early works to 1800.",1608,2
A16830,S106547,3732,"The true souldiers convoy A sermon preached upon the xvjth. day of May 1640, vpon a prayer day, for the Princes good successe in going forth to warre. By William Bridge.","Bridge, William, 1600?-1670.",Printed for Thomas Lappagde and are to be sold at his house on the Iron Bridge,In Rotterdam,"Sermons, English --  17th century.",1640,2
A10320,S115514,20605,"An ansvvere to a sermon preached the 17 of April anno D. 1608, by George Downame Doctour of Divinitie and intituled, A sermon defendinge the honorable function of bishops wherein; all his reasons, brought to prove the honorable function of our L. Bishops, to be of divine institution; are answered and refuted.",Anonymous,Imprinted by Jodocus Hondius and Giles Thorp,Amsterdam,"Downame, George, d. 1634. --  Two sermons --  Controversial literature --  Early works to 1800.; Church of England --  Bishops --  Controversial literature --  Early works to 1800.; Episcopacy --  Early works to 1800.",1609,2
A10052,S113692,20298,"Prælium & præmium. The Christians warre and rewarde A sermon preached before the Kings maiestie at VVhitehall the 3. of May. 1608. By Daniell Price Master of Arts of Exeter Colledge, and chapleyn in ordinarie to the prince","Price, Daniel, 1581-1631.",Printed by Ioseph Barnes,Oxford,"Sermons, English --  17th century.",1608,2
