A72490,0,3,8,IMAGE,0,A Sermon.,A Sermon.
A72490,775,3,49,IMAGE,9,"Nay say they, as this dampned man said.","Nay say they, as this dampened man said."
A72490,776,3,49,IMAGE,9,"Nay father Abraham (quod he,) not so, but if any man come vnto the of the dead they wil repent.","Nay father Abraham (quod he,) not so, but if any man come unto the of the dead they will Repent."
A72490,777,3,49,IMAGE,9,"Meaning (as his damnable opinio was) yt if such one as Lazarus was that shuld come out of an other worlde, raised vp againe from death to life, should haue more credite geuen vnto hym, and men shoulde soner repent at his preachyng, then of either readyng, or preachyng of the scripture.","Meaning (as his damnable opinio was) that if such one as Lazarus was that should come out of an other world, raised up again from death to life, should have more credit given unto him, and men should sooner Repent At his preaching, then of either reading, or preaching of the scripture."
A72490,778,3,49,IMAGE,9,"But vnto that vaine and wicked opinion,","But unto that vain and wicked opinion,"
A72490,779,3,49,IMAGE,9,Abraham (in goddes persone) aunswereth saiyng:,Abraham (in God's person) Answers saying:
A72490,780,3,49,IMAGE,9,"If they heare not Moses, and the prophetes, neither wil thei beleue thoughe one rose from deathe againe.","If they hear not Moses, and the Prophets, neither will they believe though one rose from death again."
A72490,781,3,49,IMAGE,9,As though Christ might say.,As though christ might say.
A72490,782,3,49,IMAGE,9,"If there bee anye man, that wil not heare the doctrine of Moses & the prophetes to repente and amende his life at theim, surely that manne will sone cauil and finde a fault, if any man woulde saye that hee ware raised vp from among the dedde, to bring any other new rules & preceptes out of another worlde to learne men to repent & amende by.","If there be any man, that will not hear the Doctrine of Moses & the Prophets to Repent and amend his life At them, surely that man will soon cavil and find a fault, if any man would say that he beware raised up from among the dead, to bring any other new rules & Precepts out of Another world to Learn men to Repent & amend by."
A72490,783,3,49,IMAGE,9,Therfore let al men come onlie to the holy scripture.,Therefore let all men come only to the holy scripture.
A72490,784,3,50,IMAGE,9,"For there is more credicte to be geuen to that onelye scripture, then to al mens doctrines, to all mennes rules, inuentions, tradicions customes, miracles & all other imaginacions of men.","For there is more credicte to be given to that only scripture, then to all men's doctrines, to all men's rules, Inventions, traditions customs, Miracles & all other Imaginations of men."
A72490,785,3,50,IMAGE,9,"This is a plaine and infallible rule, that the holie scriptur is the only rule to iudge and liue rightly by.","This is a plain and infallible Rule, that the holy scripture is the only Rule to judge and live rightly by."
A72490,786,3,50,IMAGE,9,Whiche doeth comprehende all that belongeth to godlinesse and oure Saluation.,Which doth comprehend all that belongeth to godliness and our Salvation.
A72490,787,3,50,IMAGE,9,"And is onelie of hymselfe autenticke & of aucthoritie, and so is nothyng elles in the whole worlde among men but it onely.","And is only of himself autenticke & of Authority, and so is nothing Else in the Whole world among men but it only."
A72490,788,3,50,IMAGE,9,"For to haue blessed sowles sent vnto vs from heauen to admonish and preache vnto vs, this ware but vaine, and false.","For to have blessed Souls sent unto us from heaven to admonish and preach unto us, this ware but vain, and false."
A72490,789,3,50,IMAGE,9,We be sent here of the lorde to the Scriptures.,We be sent Here of the lord to the Scriptures.
A72490,790,3,50,IMAGE,9,"They haue (saith God,) Moses and the prophetes.","They have (Says God,) Moses and the Prophets."
A72490,791,3,50,IMAGE,9,"Let no man therefore (that is of God, and entendeth to bee saued,) ones looke for anye apperyng of either Prophete, or Apostle,","Let no man Therefore (that is of God, and entendeth to be saved,) ones look for any appearing of either Prophet, or Apostle,"
A72490,792,3,50,IMAGE,9,"Thei whilest thei liued, (by thinstinct and inocion of the spirit of God, preached vnto the that ware present, and wrote for theym that ware absent, all thynges that are sufficient to instruct bothe them and vs.","They whilst they lived, (by thinstinct and inocion of the Spirit of God, preached unto thee that beware present, and wrote for them that beware absent, all things that Are sufficient to instruct both them and us"
A72490,793,3,50,IMAGE,9,"Let vs loke vpon their preachinges, and writinges, and content our selues with the same.","Let us look upon their preachings, and writings, and content our selves with the same."
A72490,794,3,50,IMAGE,9,"Let vs not aske with this wicked & damned riche man, that either saintes, or soules out of an other world, shoulde come, or be sent messengers vnto vs.","Let us not ask with this wicked & damned rich man, that either Saints, or Souls out of an other world, should come, or be sent messengers unto us"
A72490,795,3,50,IMAGE,9,For ther is no credite to be geuen vnto spirites raised fro the deade.,For their is no credit to be given unto spirits raised from the dead.
A72490,796,3,50,IMAGE,9,"That doth the historie of Samuel raised (or rather supposed to be raised) againe, which is writte in the.i.","That does the history of Samuel raised (or rather supposed to be raised) again, which is written in the i"
A72490,797,3,50,IMAGE,9,Re. or. Sam. the.xxviij. cha. testifye.,Re. or. Sam. the xxviij cham. testify.
A72490,798,3,50,IMAGE,9,"Furthermore we haue a plain comaundement of the lorde, that we shal not seke no trueth at theym that bee deade, in the boke of Deute. the.xviii. cha.","Furthermore we have a plain Commandment of the lord, that we shall not seek no truth At them that be dead, in the book of Deuteronomy. the xviii cham."
A72490,799,3,50,IMAGE,9,Let none be founde in the (saith the lord) that seketh the truthe of them that be deade.,Let none be found in the (Says the lord) that seeketh the truth of them that be dead.
A72490,800,3,50,IMAGE,9,"If we maie not seke ye truth at their doctrine, much lesse we may seke our saluation at their doctrine.","If we may not seek you truth At their Doctrine, much less we may seek our salvation At their Doctrine."
A72490,801,3,50,IMAGE,9,"Here ye may perceiue howe greuously they sinne, that doeth geue credite and beleue to the aunsweres of coniured Spirites.","Here you may perceive how grievously they sin, that doth give credit and believe to the answers of conjured Spirits."
A72490,802,3,50,IMAGE,9,"It is possible by Goddes permission, to come to passe that spirites shal appere & geue answer to certeine interrogatios.","It is possible by Goddess permission, to come to pass that spirits shall appear & give answer to certain interrogatios."
A72490,803,3,50,IMAGE,9,"But to tel the trueth what they be in diede, these are euen verye mockinges and deceiptes of the deuel.","But to tell the truth what they be in died, these Are even very mockings and Deceits of the Devil."
A72490,804,3,51,IMAGE,9,"Although Satan sometyme will telle truth, lyke as he did what shold come to Saul, as it apereth in the afore rehersed historie.i. Sam.xviii.","Although Satan sometime will telle truth, like as he did what should come to Saul, as it appeareth in the afore rehearsed history i Sam xviii"
A72490,805,3,51,IMAGE,9,"Yet notwithstandyng, he doth whatsoeuer he doeth to beguile & deceiue euen so many as credite, and beleue hym.","Yet notwithstanding, he does whatsoever he doth to beguile & deceive even so many as credit, and believe him."
A72490,806,3,51,IMAGE,9,"Seing then that Sathan is a lier,","Sing then that Sathan is a liar,"
A72490,807,3,51,IMAGE,9,"& also the verye father & beginner of lieng, ther is no faith to be geuen vnto hym.","& also the very father & beginner of lying, there is no faith to be given unto him."
A72490,808,3,51,IMAGE,9,"Furthermore there is no reuelation of Angels to be loked for, whiche sholde teache vs the Gospel, for either those Angels should preache the same Gospel, that the Prophetes and the Apostles hath preached, and so it ware in vayne, or els they sholde preache contrary.","Furthermore there is no Revelation of Angels to be looked for, which should teach us the Gospel, for either those Angels should preach the same Gospel, that the prophets and the Apostles hath preached, and so it beware in vain, or Else they should preach contrary."
A72490,809,3,51,IMAGE,9,Then marke what Paul saith to the Galathiens in the first Chapi.,Then mark what Paul Says to the Galatians in the First Chapter.
A72490,810,3,51,IMAGE,9,"If we (saith he) or an Angel from heauen, shoulde preache vnto you an other gospel, besides, or cotrary to that ye haue receiued, curssed be he.","If we (Says he) or an Angel from heaven, should preach unto you an other gospel, beside, or contrary to that you have received, cursed be he."
A72490,811,3,51,IMAGE,9,"Here it is manifest, that there bee no dedde mens soules to bee hearde.","Here it is manifest, that there be no dead men's Souls to be heard."
A72490,812,3,51,IMAGE,9,Angelles bee not to bee looked for.,Angels be not to be looked for.
A72490,813,3,51,IMAGE,9,"Mannes wisedome in thys case, is not to bee regarded, but onelye Moses and the prophetes.","Man's Wisdom in this case, is not to be regarded, but only Moses and the Prophets."
A72490,814,3,51,IMAGE,9,"For this doctrine of Moses and the prophetes, did Christ teaache, euen aftre his resurrection.","For this Doctrine of Moses and the Prophets, did christ teaache, even aftre his resurrection."
A72490,815,3,51,IMAGE,9,For as Luke saith. Chapit.xxiiij.,For as Luke Says. Chapit xxiiij
A72490,816,3,51,IMAGE,9,"He did interpretate, or expounde Moses and the Prophetes.","He did interpretate, or expound Moses and the prophets."
A72490,817,3,51,IMAGE,9,"Wherefore here it is plaine, that the aucthoritie of theym is so by Christ confirmed, that we mai heare, nor credite anye other, either doctours, or preachers, for our saluacion.","Wherefore Here it is plain, that the Authority of them is so by christ confirmed, that we mai hear, nor credit any other, either Doctors, or Preachers, for our salvation."
A72490,818,3,51,IMAGE,9,"Therfore the way of saluacion is true, whiche Moses and the Prophetes, and after theym, the Apostles haue taught, and besides that waye, there is none other to be sought, neyther if it ware soughte, there is none other to bee founde.","Therefore the Way of salvation is true, which Moses and the prophets, and After them, the Apostles have taught, and beside that Way, there is none other to be sought, neither if it beware sought, there is none other to be found."
A72490,819,3,51,IMAGE,9,"This is the waie that they taught, that we knowledge our sinnes, and belieue, that for Christes sake, to haue remission of our sinnes.","This is the Way that they taught, that we knowledge our Sins, and believe, that for Christ's sake, to have remission of our Sins."
A72490,820,3,51,IMAGE,9,And in thys faith lette vs walke in gods vocation.,And in this faith let us walk in God's vocation.
A72490,821,3,51,IMAGE,9,Al this shal come to passe if we beleue christes saieng to be true whiche is:,All this shall come to pass if we believe Christ's saying to be true which is:
A72490,822,3,51,IMAGE,9,"Thei haue Moses & the prophetes, let the heare the.","They have Moses & the Prophets, let thee hear thee."
A72490,823,3,52,IMAGE,9,"Now on the other side, they that contemne scriptures, or minishe the aucthoritie of scripturs, make lighte of theym, or dispraise them:","Now on the other side, they that contemn Scriptures, or minish the Authority of Scriptures, make Light of them, or dispraise them:"
A72490,824,3,52,IMAGE,9,"of such men if they do not shortelye repente, and retourne, there is no manner of hope, that by anye other waye, theye maye be brought to the way of their saluation accordyng to the true saiyng of oure lorde,","of such men if they do not shortly Repent, and return, there is no manner of hope, that by any other Way, they may be brought to the Way of their salvation according to the true saying of our lord,"
A72490,825,3,52,IMAGE,9,"If they (saith he) heare not Moses and the Prophetes, (that is holye scriptures, neither will, theye beleue thoughe one rose from deathe againe.","If they (Says he) hear not Moses and the prophets, (that is holy Scriptures, neither will, they believe though one rose from death again."
A72490,826,3,52,IMAGE,9,"Therefore of Angelles, of deade mens soules, of al Spirites, whether theye come from hel, or heaue, must be auoided, abhorred, and eschued onelye the law and the prophetes, receiued & hearde.","Therefore of Angels, of dead men's Souls, of all Spirits, whither they come from hell, or heave, must be avoided, abhorred, and Eschewed only the law and the Prophets, received & heard."
A72490,827,3,52,IMAGE,9,"Yet if a man wil consider the disposicions of the fleshe, and of the spirite, and consider the Iudgementes of both, it shal teache him to beware of thone & to folowe the other.","Yet if a man will Consider the dispositions of the Flesh, and of the Spirit, and Consider the Judgments of both, it shall teach him to beware of thone & to follow the other."
A72490,828,3,52,IMAGE,9,"The spirites iudgemet is, that the scriptures whiche are the worde of God, that is Moses & the prohetes are sufficient for our saluation.","The spirits Judgement is, that the Scriptures which Are the word of God, that is Moses & the prohetes Are sufficient for our salvation."
A72490,829,3,52,IMAGE,9,"The flesh on the other side seketh for saluacion not only at the Scriptures, but at manye other straunge thynges also.","The Flesh on the other side seeketh for salvation not only At the Scriptures, but At many other strange things also."
A72490,830,3,52,IMAGE,9,"It sekethe the trueth, at the deade, it geueth credite to spirites, to miracles & to all maner of thynges taught beside scriptures.","It seeketh the truth, At the dead, it Giveth credit to spirits, to Miracles & to all manner of things taught beside Scriptures."
A72490,831,3,52,IMAGE,9,"But they that be taughte of the holy Ghost, beleueth, or geueth credit to miracles, and signes, for the wordes sake, and not to the worde for the Signes and miracles sakes.","But they that be taught of the holy Ghost, Believeth, or Giveth credit to Miracles, and Signs, for the words sake, and not to the word for the Signs and Miracles sakes."
A72490,832,3,52,IMAGE,9,But theie that beleue after the flesshes perswations doth contrary.,But they that believe After the Fleshes persuasions does contrary.
A72490,833,3,52,IMAGE,9,"And therfore it commethe to passe often tymes euen by the very iudgement of God, that they that desire rather signes & miracles, the true doctrines of scriptures, to be deceiued with false miracles,","And Therefore it cometh to pass often times even by the very judgement of God, that they that desire rather Signs & Miracles, the true doctrines of Scriptures, to be deceived with false Miracles,"
A72490,834,3,52,IMAGE,9,"& lyeng signes, for noman ought to beleue the truethe for signes and miracles sake, before hee beleueth the word of truth.","& lying Signs, for Roman ought to believe the truth for Signs and Miracles sake, before he Believeth the word of truth."
A72490,835,3,52,IMAGE,9,"For ye scriptures saith not, thei haue signes and miracles let the beleue them.","For you Scriptures Says not, they have Signs and Miracles let the believe them."
A72490,836,3,52,IMAGE,9,"But it saith: Thei haue Moyses, and the Prophetes, lette theym beleue and credite them.","But it Says: They have Moses, and the prophets, let them believe and credit them."
A72490,838,3,53,IMAGE,10,"By these thynges wee maye marke, that apperynges of spirites which doeth shewe, and also require manye thynges) can not bee of GOD, but doubtlesse they be wicked Spirites, whiche by the fearefulle and terrible iudgemente of God, (for mennes vnfaithfulnes) dothe deceiue, and bring manye to errour.","By these things we may mark, that apperynges of spirits which doth show, and also require many things) can not be of GOD, but doubtless they be wicked Spirits, which by the fearefulle and terrible judgement of God, (for men's unfaithfulness) doth deceive, and bring many to error."
A72490,839,3,53,IMAGE,10,"Here wee maie wel perceiue, that the will of God is, that we should not be taught, neither of one thing, nor of other (cocernyng our saluacion) but only of holy Scripture, or elles God woulde neuer haue spoken thus by Abraham:","Here we may well perceive, that the will of God is, that we should not be taught, neither of one thing, nor of other (cocernyng our salvation) but only of holy Scripture, or Else God would never have spoken thus by Abraham:"
A72490,840,3,53,IMAGE,10,"They haue Moses and the prophetes, lette theim heare theim.","They have Moses and the Prophets, let them hear them."
A72490,842,3,53,IMAGE,11,"Now I beseche the God of al veritie and truthe, to geue vs all Grace, only as wee be commaunded to heare to harken to, to credite and obeye the onely woorde of God, that is Moses and he prophetes, whiche are the only truethe, and to fashione our whole liues after thesame worde to the glorie of God, and to oure owne Soules saluation.","Now I beseech the God of all verity and truth, to give us all Grace, only as we be commanded to hear to harken to, to credit and obey the only word of God, that is Moses and he Prophets, which Are the only truth, and to fashion our Whole lives After The same word to the glory of God, and to our own Souls salvation."
A72490,843,3,53,IMAGE,11,"Amen. A Short summe of suche thinges as our sauiour Christ doeth teache and admonishe vs of, in this present Gospel.","Amen. A Short sum of such things as our Saviour christ doth teach and admonish us of, in this present Gospel."
A72490,845,3,53,IMAGE,12,First is that we vse wel the present gooddes of this worlde.,First is that we use well the present God's of this world.
A72490,846,3,53,IMAGE,12,Here wee bee taught also to be merciful to the pore in distributyng & ministring to theym those gods goodes lent vs for thesame purpose.,Here we be taught also to be merciful to the poor in distributing & ministering to them those God's goods lent us for The same purpose.
A72490,847,3,53,IMAGE,12,"Here we be taught morouer that if we be not thankful to God for thinges receiued at his hande, and be mercifull to our pore neighbors with thesame goodes, that then we shalbee vnmercifully handled with perpetual tormentes in hel.","Here we be taught moreover that if we be not thankful to God for things received At his hand, and be merciful to our poor neighbours with The same goods, that then we shalbe unmercifully handled with perpetual torments in hell."
A72490,848,3,53,IMAGE,12,"Also we bee commaunded to learne of the holye scripture, what pleasure we may looke for at Goddes hande, if wee here, and obey hym accordyng to his owne wyll set furth in scripture and none other where.","Also we be commanded to Learn of the holy scripture, what pleasure we may look for At Goddess hand, if we Here, and obey him according to his own will Set forth in scripture and none other where."
A72490,849,3,53,IMAGE,12,And contrary wyse wee maye learne what paine wee shalbe sure to haue if we do otherwise.,And contrary wise we may Learn what pain we shall sure to have if we do otherwise.
A72490,850,3,54,IMAGE,12,"Yet more we may learne that it is vaine, folish, and vngodly to loke to be taughte rather of theym of an other Worlde, then of the holy Scripture, whiche is left to teache vs inthis world.","Yet more we may Learn that it is vain, foolish, and ungodly to look to be taught rather of them of an other World, then of the holy Scripture, which is left to teach us inthis world."
A72490,851,3,54,IMAGE,12,"Last of al, we be taught that al good, godly, and necessary thinges for our saluacion, are taught and plainly set furthe in holye scripture.","Last of all, we be taught that all good, godly, and necessary things for our salvation, Are taught and plainly Set forth in holy scripture."
A72490,852,3,54,IMAGE,12,"And if ther be any that doeth otherwyse beleue, or of thesame doeth doubt, he, or she, (as yet) doethe lacke the spirite of God, whiche doth teche al truth, and suche one abidyng in that case shal neuer geue credite to Christ himselfe, nor to Prophete, nor Apostle, nor yeat to all the Aungelles in heauen, if they ware al sente to conuert him, much lesse shal he, or she beleue the dead, if thei wer sent to teache him.","And if there be any that doth otherwise believe, or of The same doth doubt, he, or she, (as yet) doth lack the Spirit of God, which does teach all truth, and such one abiding in that case shall never give credit to christ himself, nor to Prophet, nor Apostle, nor yet to all the Angels in heaven, if they beware all sent to convert him, much less shall he, or she believe the dead, if they were sent to teach him."
A72490,853,3,54,IMAGE,12,Here we mai gather of what auchoritie the holy scripture is.,Here we mai gather of what auchoritie the holy scripture is.
A72490,854,3,54,IMAGE,12,"And that there is therein expresselye sette furth, al that is for our soules health, and wealthe necessary, and of done other thyng to be knowen, but of it only, in so much that if we do not heare that scripture only, credite it only, obey it, and fashion our whole life after it only, we shal neuer finde any other thyng, beyng in heauen, earth,","And that there is therein expressly Set forth, all that is for our Souls health, and wealth necessary, and of done other thing to be known, but of it only, in so much that if we do not hear that scripture only, credit it only, obey it, and fashion our Whole life After it only, we shall never find any other thing, being in heaven, earth,"
A72490,855,3,54,IMAGE,12,"or hel, that we may be saued by","or hell, that we may be saved by"
A72490,856,3,54,IMAGE,13,"Now the God of heaueu, which is the maker & aucthor of the holy scripture, geue vs al grace gladly to receiueit purely to vnderstad it, faithfully to beare it away, and effectually to liue aftre thesame, to the glory of god and to all our Soules healthe.","Now the God of heaueu, which is the maker & author of the holy scripture, give us all grace gladly to receiueit purely to Understand it, faithfully to bear it away, and effectually to live aftre The same, to the glory of god and to all our Souls health."
A72490,857,3,54,IMAGE,13,"To the whiche God, with our sauiour Christe, hys deare sonne, and with the holie Ghost, bee al honour, laude praise, and glorye, for euer and euer, worlde with out ende.","To the which God, with our Saviour Christ, his deer son, and with the holy Ghost, be all honour, laud praise, and glory, for ever and ever, world with out end."
A73502,0,5,7,IMAGE,0,A SERMON OF THE RESVRRECTION.,A SERMON OF THE RESURRECTION.
A73502,2,5,7,IMAGE,1,<i> CHRISTVS traditus fuit propter peccata nostra & resurrexit propter iustificationem nostri. </i> Roma. iiij.,CHRISTVS traditus fuit propter Peccata nostra & resurrexit propter iustificationem Our. Roma. iiij.
A73502,3,5,7,IMAGE,2,"Christ was delyuered for our synnes, and rose agayne for the iustification of vs. Rom. iiij."," christ was Delivered for our Sins, and rose again for the justification of us Rom. iiij."
A73502,5,5,7,IMAGE,3,"YF euer the greatnes or excellency of any matter hath styred vp youre myndes to gyue diligent eare at any tyme (good christen people welbeloued in our Lorde and Sauiour Christe) I doubt not, but that I shall haue you now moost diligent and redy hearers of that matter whyche I haue at thys tyme to open vnto you.","IF ever the greatness or excellency of any matter hath stirred up your minds to gyve diligent ear At any time (good christian people well-beloved in our Lord and Saviour Christ) I doubt not, but that I shall have you now most diligent and ready hearers of that matter which I have At this time to open unto you."
A73502,6,5,7,IMAGE,3,"For I am come to declare that great and moost comfortable article of our fayth, the resurrection of our Lorde Iesus.","For I am come to declare that great and most comfortable article of our faith, the resurrection of our Lord jesus."
A73502,7,5,7,IMAGE,3,"So great is thys article, and of so great weyght and importaunce, that it was thought worthy to kepe our said Sauiour styl on earth after he was rysen from death to lyfe, to the confirmation therof in the hartes of hys disciples.","So great is this article, and of so great weight and importance, that it was Thought worthy to keep our said Saviour still on earth After he was risen from death to life, to the confirmation thereof in the hearts of his Disciples."
A73502,8,5,7,IMAGE,3,"So that as Luke testifyeth in the fyrste chapter of the actes, he was conuersant wyth hys disciples by the space of fourty dayes continually together to enstructe them the truth therof, before he wold ascende vp to hys father in heauen to receyue the glorye of hys conquest and victory.","So that as Luke Testifieth in the First chapter of the acts, he was conversant with his Disciples by the Molle of fourty days continually together to enstructe them the truth thereof, before he would ascend up to his father in heaven to receive the glory of his conquest and victory."
A73502,9,5,8,IMAGE,3,So comfortable is thys article to our cosciences that it is the locke and keye of all our fayth.,So comfortable is this article to our cosciences that it is the lock and key of all our faith.
A73502,10,5,8,IMAGE,3,Yf it were not true (sayeth <i> S. </i>,If it were not true (Saith S.
A73502,11,5,8,IMAGE,3,Paule) that Christe arose agayne:,Paul) that Christ arose again:
A73502,12,5,8,IMAGE,3,"oure preachynge were in vayne,","our preaching were in vain,"
A73502,13,5,8,IMAGE,3,"<NOTE> your fayth were but voyde, ye were yet in the daunger of your synnes.","your faith were but void, you were yet in the danger of your Sins."
A73502,14,5,8,IMAGE,3,"Yf Christe be not rysen agayne, sayeth the Apostle, than are they vtterly peryshed that be entred theey slepe in Christ, than are we moost myserable of al me yf we haue our hope fixed in Christ, yf he were vnder the power of death not restored to blesse agayne.","If Christ be not risen again, Saith the Apostle, than Are they utterly perished that be entered theey sleep in christ, than Are we most miserable of all me if we have our hope fixed in christ, if he were under the power of death not restored to bless again."
A73502,15,5,8,IMAGE,3,"But now is he rysen agayne fro death, sayth he, to be ye fyrst frutes of them that be aslepe, to rayse them to euerlastynge lyfe agayne.","But now is he risen again from death, say he, to be the fyrst fruits of them that be asleep, to raise them to everlasting life again."
A73502,16,5,8,IMAGE,3,"Yea & yf it were not true, that Christe is ryse again:","Yea & if it were not true, that Christ is rise again:"
A73502,17,5,8,IMAGE,3,"than were it neyther true, that he is ascended vp to heauen, nor yt he sent downe the holy goost, nor that he sytteth on the ryght hande of the father, hauynge the rule of heauen and earth, reygnynge as the prophete sayeth from see to see,","than were it neither true, that he is ascended up to heaven, nor that he sent down the holy ghost, nor that he Sitteth on the right hand of the father, having the Rule of heaven and earth, reigning as the Prophet Saith from see to see,"
A73502,18,5,8,IMAGE,3,<NOTE> nor that he shulde after thys worlde be a iudge of lyuynge & deade:,nor that he should After this world be a judge of living & dead:
A73502,19,5,8,IMAGE,3,"to gyue rewarde to the good, and iugement to the euell.","to gyve reward to the good, and judgement to the evil."
A73502,21,5,8,IMAGE,4,That these lynkes therfore of oure fayth shulde all hange together in stedfaste confirmation:,That these lynkes Therefore of our faith should all hang together in steadfast confirmation:
A73502,22,5,8,IMAGE,4,"it pleased our sauiour not strayght way to wythdraw hymself from the corporall syght of hys disciples, but chose out fourty daies, wherin he wold declare vnto them by manyfolde and moost stronge argumentes and tokens that he had conquered death and was truly rysen agayne to lyfe. <NOTE> He began (sayeth Luke) at Moses and all the prophetes, and dyd expoune them the prophecies that were wrytten in al the scriptures of hym, to confirme the truth of his resurrection longe before spoken of, whych he verefyed in dede, as it is declared manyfestly by hys ofte appearaunce to sondry persons, at sondry tymes.","it pleased our Saviour not straight Way to wythdraw himself from the corporal sight of his Disciples, but chosen out fourty days, wherein he would declare unto them by manifold and most strong Arguments and tokens that he had conquered death and was truly risen again to life. He began (Saith Luke) At Moses and all the Prophets, and did expoune them the prophecies that were written in all the Scriptures of him, to confirm the truth of his resurrection long before spoken of, which he verefyed in deed, as it is declared manifestly by his oft appearance to sundry Persons, At sundry times."
A73502,23,5,8,IMAGE,4,"<NOTE> Fyrst he sente hys angels to ye sepulchre, whych dyd shewe to certayne women, that the stone of the graue was remoued from the dore therof:","Fyrst he sent his Angels to you Sepulchre, which did show to certain women, that the stone of the graven was removed from the door thereof:"
A73502,24,5,8,IMAGE,4,"and shewed them the empty graue sauynge that the buriall lynnen remayned therin, and of these sygnes were these women fully instructed yt he was rysen agayne and so dyd they testifye it opelye.","and showed them the empty graven Saving that the burial linen remained therein, and of these Signs were these women Fully instructed that he was risen again and so did they testify it openly."
A73502,25,5,8,IMAGE,4,"<NOTE> After thys Iesus hymselfe appeared to Mary Magdalene, and after that to other certayne women, strayght afterwarde he appeared to Peter:","After this jesus himself appeared to Marry Magdalene, and After that to other certain women, straight afterward he appeared to Peter:"
A73502,26,5,8,IMAGE,4,than to the two disciples whych were goynge to Emaus.,than to the two Disciples which were going to Emaus.
A73502,27,5,8,IMAGE,4,<NOTE> He appered to the disciples also as they were gathered together for feare of the Iues the dores shut.,He appeared to the Disciples also as they were gathered together for Fear of the Iues the doors shut.
A73502,28,5,8,IMAGE,4,<NOTE> At an other tyme he was sene at the see of Tyberias of Peter and Thomas and other disciples whan they were fyshynge.,At an other time he was seen At the see of Tiberias of Peter and Thomas and other Disciples when they were fishing.
A73502,29,5,8,IMAGE,4,"<NOTE> He was sene of more tha fyue hundred brethren in the mount of galile, where Iesus appoynted them by hys angel whan he said:","He was seen of more than fyue hundred brothers in the mount of galilee, where jesus appointed them by his angel when he said:"
A73502,30,5,8,IMAGE,4,"beholde he shal go before you into Galile, there shal ye se hym, as he hath said vnto you.","behold he shall go before you into Galilee, there shall you see him, as he hath said unto you."
A73502,31,5,8,IMAGE,4,"<NOTE> After thys he appeared vnto Iames, and last of all he was vysiblye sene of al the Apostles, at such tyme, as he was take vp into heauen.","After this he appeared unto James, and last of all he was vysiblye seen of all the Apostles, At such time, as he was take up into heaven."
A73502,32,5,8,IMAGE,4,"Thus at sondrye tymes he shewed hymselfe after he was rysen agayne, to cofirme this artycle, and in these reuelations somtyme he shewed them hys handes, hys feete, and hys syde, and bad them touch hym, that they shulde not take hym for a goost or a spirite.","Thus At sundry times he showed himself After he was risen again, to cofirme this article, and in these revelations sometime he showed them his hands, his feet, and his side, and bade them touch him, that they should not take him for a ghost or a Spirit."
A73502,33,5,8,IMAGE,4,"Somtyme he also dyd eate wyth them, but euer he was talkynge wyth them of the kyngdome of God, to confirme the truth of hys resurrection.","Sometime he also did eat with them, but ever he was talking with them of the Kingdom of God, to confirm the truth of his resurrection."
A73502,34,5,8,IMAGE,4,"For then he opened theyr vnderstandyng to perceyue the scriptures,","For then he opened their understanding to perceive the Scriptures,"
A73502,35,5,9,IMAGE,4,"& sayd vnto them: Thus it is wrytten, and thus it behoued Christ to suffer,","& said unto them: Thus it is written, and thus it behooved christ to suffer,"
A73502,36,5,9,IMAGE,4,"& to ryse from death the thyrde daye, <NOTE> and to haue preached openly in hys name penaunce and remission of synnes to all the nations of the worlde.","& to rise from death the Third day, and to have preached openly in his name penance and remission of Sins to all the Nations of the world."
A73502,37,5,9,IMAGE,4,"Ye see, good christen people, howe necessarie thys artycle of oure fayth is:","You see, good christian people, how necessary this article of our faith is:"
A73502,38,5,9,IMAGE,4,seynge it was proued of Christ hymselfe by such euident reasons and tokens by so longe tyme & space.,sing it was proved of christ himself by such evident Reasons and tokens by so long time & Molle.
A73502,39,5,9,IMAGE,4,"Now therfore as our sauiour was diliget for oure coforte and instruction to testifie it, so let vs be as ready in oure beleue to receyue it to our comforte and instruction.","Now Therefore as our Saviour was diliget for our coforte and instruction to testify it, so let us be as ready in our believe to receive it to our Comfort and instruction."
A73502,40,5,9,IMAGE,4,"As he dyed not for himselfe, no more dyd he ryse agayne for hymselfe.","As he died not for himself, no more did he rise again for himself."
A73502,41,5,9,IMAGE,4,"He was dead, sayth saint Paule, for our synnes and rose agayne for our iustification.","He was dead, say saint Paul, for our Sins and rose again for our justification."
A73502,42,5,9,IMAGE,4,O moost comfortable worde euermore to be borne in remembraunce.,O most comfortable word evermore to be born in remembrance.
A73502,43,5,9,IMAGE,4,"He dyed, sayeth he, to put away synne, he rose agayne to endewe vs wyth ryghtuousnes.","He died, Saith he, to put away sin, he rose again to endewe us with righteousness."
A73502,44,5,9,IMAGE,4,"Hys death toke awaye synne & malediction, hys death was the raunsome of them both Hys death destroyed death and ouercame the deuyll whych had the power of death in his subiectio.","His death took away sin & malediction, his death was the ransom of them both His death destroyed death and overcame the Devil which had the power of death in his subiectio."
A73502,45,5,9,IMAGE,4,Hys death destroyed hell wyth all the damnation therof.,His death destroyed hell with all the damnation thereof.
A73502,46,5,9,IMAGE,4,Thus is death swalowed vp by Christes victorye:,Thus is death swallowed up by Christ's victory:
A73502,47,5,9,IMAGE,4,thus is hel spoyled for euer.,thus is hell spoiled for ever.
A73502,48,5,9,IMAGE,4,Yf any ma doubt of thys victorye:,If any ma doubt of this victory:
